text,aspect,label
We could have made a meal of the yummy dumplings from the dumpling menu.,meal,positive
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",rice,neutral
"For the location, the prices are very reasonable.",prices,positive
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",nori,negative
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,Waitstaff,positive
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,positive
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,positive
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative
Price and quality of fish alone will keep us from making a return visit.,Price,negative
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan food,neutral
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,neutral
"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,positive
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",seasoning,negative
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",appetizer,negative
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral
Our server checked on us maybe twice during the entire meal.,server,negative
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,neutral
"The best Chicken pad tai, I've ever had.",Chicken pad tai,positive
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,negative
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,positive
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,neutral
"The bread and lamb chops I had before the meal were quite good, however.",bread,positive
Food and service was okay.,Food,neutral
"Quality ingredients preparation all around, and a very fair price for NYC.",ingredients,positive
All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,positive
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative
the drinks are amazing and half off till 8pm.,drinks,positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,positive
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,positive
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,negative
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,dish,neutral
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral
Your money could easily be better spent elsewhere (Anywhere).,money,neutral
"A cool bar with great food, and tons of excellent beer.",bar,positive
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Plain Cheese slice,positive
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,positive
The menu is very limited - i think we counted 4 or 5 entrees.,entrees,negative
We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,positive
The pizza is yummy and I like the atmoshpere.,pizza,positive
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",red curry,negative
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",table,neutral
Should you happen to be impressed by the cuisine definitely try it.,cuisine,positive
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",wait,negative
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,positive
And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,positive
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",zucchini blossoms,positive
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",price,positive
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",table,positive
Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,positive
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",Salmon,neutral
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,positive
we were seated at the sushi bar in front of yasuda.,sushi bar,neutral
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",bruscetta,negative
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",discount,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,negative
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive
"Cute place, nice wait staff but would never go there again.",place,positive
Delivery is fast too.,Delivery,positive
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive
"Found service above average, but that could be because we were 13 of us.",service,positive
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,menu selections,positive
"The steak is good, the fish is good and the sushi was surprisingly great.",sushi,positive
The service was excellent and the food was delicious.,food,positive
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,negative
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,neutral
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",Thai food,positive
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",staff,positive
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,negative
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,neutral
The Thai ice tea was amazingly smooth and yummy!,Thai ice tea,positive
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,positive
We were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,positive
We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,dim sum dish,negative
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral
Their sake martini is wonderful.,sake martini,positive
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive
"The bread and lamb chops I had before the meal were quite good, however.",meal,neutral
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,waiters,negative
Located at the end of a magnificent block.,Located,positive
"If you love seafood, you would love this place!",place,positive
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",Service,positive
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",menu,neutral
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,negative
"For appetizers, I recommend the shrimp fritters and dumplings.",dumplings,positive
The food and staff always surprise me with the new heights they are taken to.,staff,positive
It's just O.K. pizza.,pizza,neutral
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,negative
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with garlic sauce,neutral
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,positive
"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",service,positive
"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating in the garden,neutral
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,negative
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Onglet,positive
Veal Parmigana - Better than Patsy's!,Veal Parmigana,positive
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,neutral
"Even upon delivery, their juicy pork buns are quite good . .",pork buns,positive
"Try ordering from the regular menu, then you would not regret!",menu,positive
Good drink.,drink,positive
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",server,positive
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,negative
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",main course,neutral
"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,positive
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,negative
Great value for the quality ingredients.,ingredients,positive
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,positive
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,negative
"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",waiter,positive
less wait time for me!,wait time,positive
"As for the bar, this is another bad idea.",bar,negative
Good food.,food,positive
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",surroundings,positive
"We have been to this place many times, and always have great food, wine, and service.",wine,positive
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,positive
"Great food, great lay out and awesome service.",food,positive
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive
They are the best bagels I've had.,bagels,positive
I've never had bad service and the fish is fresh and delicious.,fish,positive
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,positive
The hostess is rude to the point of being offensive.,hostess,negative
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",cocktails,positive
The food was lousy - too sweet or too salty and the portions tiny.,food,negative
Nicky the Nose at the bar is a treat.,bar,neutral
Zero ambiance to boot.,ambiance,negative
Service is average.,Service,neutral
Their tuna tartar appetizer is to die for.,tuna tartar appetizer,positive
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation,neutral
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,neutral
Service is not what one would expect from a joint in this price category.,Service,negative
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,positive
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",place,positive
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,neutral
This is a cute place and could be good but they need to get their act together.,place,positive
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,lobby area,negative
The music is the best among all the Indian restaurants I have visited.,music,positive
"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,positive
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,positive
"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive
The bagels are fabulous.,bagels,positive
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Tofu plates,positive
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",place,negative
"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",live music,neutral
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",seats,negative
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,negative
They are served with a free appetizer and the portions are perfect for lunch.,served,neutral
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",sevpuri,positive
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,positive
The food always tastes fresh and served promptly.,served,positive
The only problem is that the manager is a complete incompetent.,manager,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative
The place was nice and calm.,place,positive
Our waiter and all of the people helping him were attentive and genuine.,waiter,positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,positive
"The wait staff is friendly, and the food has gotten better and better!",food,positive
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,negative
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",kitchen,positive
After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar,positive
The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,positive
"The food is great, service is ok.",service,neutral
"Not only was the food outstanding, but the little 'perks' were great.",food,positive
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",pho,positive
It's a great place to pick up a cheap lunch or dinner.,dinner,positive
Ambiance is barely romantic but management tries.,management,positive
"The food, drinks and service are clearly among the best in the city.",drinks,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",price range,positive
The food was pretty tradional but it was hot and good with large portions.,portions,positive
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,positive
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,neutral
"The waiters are sweet, the food is tasty and the bill is never too large.",bill,positive
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,positive
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",table,negative
Knowledge of the chef and the waitress are below average.,chef,negative
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Ambiance,negative
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",atmosphere,positive
I grew up on these bagels.,bagels,positive
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,positive
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,presentation,positive
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,neutral
The owners and employees are friendly and their pizza is fantastic.,pizza,positive
The aesthetics of this place are like an airport lounge.,aesthetics,negative
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,positive
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,positive
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,positive
great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,positive
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",pizza,positive
"otherwise, good stuff for late nite eats.",stuff,positive
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,positive
The menu choices are similar but the taste lacked more flavor than it looked.,flavor,negative
They are often crowded on the weekends but they are efficient and accurate with their service.,crowded,negative
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,positive
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,negative
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,positive
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive
They wouldnt even let me finish my glass of wine before offering another.,glass of wine,neutral
"They sell special sushi, everything have a topping, sauce and etc.",sushi,positive
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",dinner,neutral
Rao's has the best service and atmosphere in NYC.,atmosphere,positive
This place would be so much better served by being run by a group that actually understands customer service.,served,negative
I also ordered for delivery and the restaurant forgot half the order.,order,negative
The food is nothing like its menu description.,menu description,negative
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quality,negative
My fish was delicious in an incredible curry sauce.,curry sauce,positive
"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",seat,negative
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",summer rolls,positive
Food was OK - fish was cooked well.,fish,positive
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive
Service has always been friendly and efficient.,Service,positive
Went for a late weekday lunch.,lunch,neutral
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,negative
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",owner,neutral
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",rice,neutral
"Ambience is delightful, service impeccable.",service,positive
The bruschetta and panini's are so yummy!,bruschetta,positive
It's a great place to pick up a cheap lunch or dinner.,lunch,positive
sometimes i get good food and ok service.,food,positive
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",in sandwiches,negative
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",Pizza,positive
The food is usually good but it certainly isn't a relaxing place to go.,food,positive
The food is okay and the prices here are mediocre.,prices,neutral
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,positive
The food here does a great service to the name (Cantonese that is...).,Cantonese,positive
For dinner I had the chicken tikka-masala and some garlic naan.,chicken tikka-masala,neutral
"All the money went into the interior decoration, none of it went to the chefs.",interior decoration,positive
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",pie,positive
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",meal,positive
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,neutral
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",salad with a delicious dressing,positive
The portions are large and the servers always surprise us with a different starter.,starter,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,positive
If you have a dumpling fetish i suggest you try some here!,dumpling,positive
The service is a little scatty at times but all is forgiven when the food arrives.,food,positive
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral
"The dinner was ok, nothing I would have again.",dinner,negative
Our first time in New York and we had to try a New York Bagel.,New York Bagel,neutral
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",mix of greens,positive
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",clubhouse,negative
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative
The price is reasonable although the service is poor.,price,positive
The pizza was pretty good and huge.,pizza,positive
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,fried dumpling,positive
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,lines,negative
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",pasta,negative
The prices are about $9 for an entree for dinner and even less for lunch.,lunch,positive
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,neutral
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,positive
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,positive
"A cool bar with great food, and tons of excellent beer.",beer,positive
They charge $6.00 for rice.,rice,negative
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,positive
The wine the service was very good too.,service,positive
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",pizza,positive
"Please if your thinking about it go, and stay the wait you won't be disappointed.",wait,negative
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,positive
The ceiling is amazing!,ceiling,positive
Ballato's is consistently delicious authentic italian food.,italian food,positive
Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral
"Really though, where's the seasoning?",seasoning,negative
"But they don't have a toaster, which is strange.",toaster,negative
The owners and employees are friendly and their pizza is fantastic.,employees,positive
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,positive
The place is so cool and the service is prompt and curtious.,place,positive
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",garlic shrimp,positive
"With the great variety on the menu , I eat here often and never get bored .",menu,positive
And really large portions.,portions,positive
"If you love seafood, you would love this place!",seafood,positive
"I also ordered the Change Mojito, which was out of this world.",Change Mojito,positive
"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place,positive
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",ingredients,positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,appetizer,positive
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait staff,negative
Moderate prices.,prices,neutral
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Eel,neutral
"Great food at REASONABLE prices, makes for an evening that can't be beat!",food,positive
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",setting,positive
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,positive
The waiter actually poured water on my hand and walked away.,waiter,negative
They've the best desserts and mixed drinks as well as snack foods.,mixed drinks,positive
You have to increase the service a lot.,service,negative
This is a consistently great place to dine for lunch or dinner.,lunch,neutral
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,negative
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,negative
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,negative
I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),positive
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive
"We only ordered desserts and drinks, but no refills were offered.",drinks,neutral
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,dinner,positive
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",wine list,positive
"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,neutral
Taj Mahal offeres gret value and great food.,value,positive
For two people with tip was less than $25 bucks.,tip,neutral
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,positive
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,positive
I particularly love their yellowfun tuna and their mussel selection.,mussel selection,positive
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",price,neutral
An excellent service,service,positive
"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",dumplings,positive
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",dinner special,neutral
I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,positive
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",service,positive
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",group dinner,neutral
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,food,negative
"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",atmosphere,negative
"I found the food to be outstanding, particulary the salmon dish I had.",food,positive
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area,negative
No you're going to go back because the food was good.,food,positive
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,negative
But the pizza is way to expensive.,pizza,negative
With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,positive
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,positive
